"city","county","state",fips
"tate","pickens","GA",13227
"tateville","pulaski","KY",21199
"tatitlek","valdez-cordova census area","AK",NULL
"tatum","lea","NM",35025
"tatum","marlboro","SC",45069
"tatum","rusk","TX",48401
"tatums","carter","OK",NULL
"taunton","bristol","MA",25005
"taunton","lyon","MN",27083
"tavares","lake","FL",12069
"tavernier","monroe","FL",12087
"tawas city","iosco","MI",26069
"taylor","columbia","AR",5027
"taylor","navajo","AZ",4017
"taylor","bienville parish","LA",22013
"taylor","wayne","MI",26163
"taylor","marion","MO",29127
"taylor","lafayette","MS",28071
"taylor","stark","ND",38089
"taylor","loup","NE",31115
"taylor","lackawanna","PA",42069
"taylor","williamson","TX",48491
"taylor","jackson","WI",55053
"taylor ridge","rock island","IL",17161
"taylor springs","montgomery","IL",17135
"taylors","greenville","SC",45045
"taylors falls","chisago","MN",27025
"taylors island","dorchester","MD",24019
"taylorstown","washington","PA",42125
"taylorsville","plumas","CA",6063
"taylorsville","bartow","GA",13015
"taylorsville","bartholomew","IN",18005
"taylorsville","spencer","KY",21215
"taylorsville","smith","MS",28129
"taylorsville","alexander","NC",37003
"taylorville","christian","IL",17021
"tazewell","claiborne","TN",47025
"tazewell","tazewell","VA",51185
"tchula","holmes","MS",28051
"tea","lincoln","SD",46083
"teaberry","floyd","KY",21071
"teachey","duplin","NC",37061
"teague","freestone","TX",48161
"teaneck","bergen","NJ",34003
"teasdale","wayne","UT",49055
"teays","putnam","WV",54079
"tebbetts","callaway","MO",29027
"tecate","san diego","CA",NULL
"techny","cook","IL",17031
"tecopa","inyo","CA",6027
"tecumseh","shawnee","KS",20177
"tecumseh","lenawee","MI",26091
"tecumseh","ozark","MO",29153
"tecumseh","johnson","NE",31097
"tecumseh","pottawatomie","OK",40125
"teec nos pos","apache","AZ",4001
"teeds grove","clinton","IA",19045
"tefft","jasper","IN",18073
"tehachapi","kern","CA",6029
"tehama","tehama","CA",6103
"tehuacana","limestone","TX",48293
"teigen","petroleum","MT",NULL
"tekamah","burt","NE",31021
"tekoa","whitman","WA",53075
"tekonsha","calhoun","MI",26025
"telegraph","kimble","TX",48267
"telephone","fannin","TX",48147
"telferner","victoria","TX",48469
"telford","montgomery","PA",42091
"telford","washington","TN",47179
"tell","childress","TX",48075
"tell city","perry","IN",18123
"teller","nome census area","AK",2180
"tellico plains","monroe","TN",47123
"telluride","san miguel","CO",8113
"telogia","liberty","FL",12077
"temecula","riverside","CA",NULL
"tempe","maricopa","AZ",4013
"temperance","monroe","MI",26115
"temperanceville","accomack","VA",51001
"temple","carroll","GA",13045
"temple","franklin","ME",23007
"temple","hillsborough","NH",33011
"temple","cotton","OK",40033
"temple","berks","PA",42011
"temple","bell","TX",48027
"temple bar marina","mohave","AZ",4015
"temple city","los angeles","CA",6037
"temple hills","prince george's","MD",24033
"templeton","san luis obispo","CA",6079
"templeton","carroll","IA",19027
"templeton","benton","IN",18007
"templeton","worcester","MA",25027
"templeton","armstrong","PA",42005
"templeville","caroline","MD",24011
"ten mile","meigs","TN",47121
"ten sleep","washakie","WY",56043
"tenafly","bergen","NJ",34003
"tenaha","shelby","TX",48419
"tenakee springs","hoonah-angoon census area","AK",2231
"tenants harbor","knox","ME",23013
"tendoy","lemhi","ID",16059
"tenino","thurston","WA",53067
"tenmile","douglas","OR",41019
"tennent","monmouth","NJ",34025
"tennessee","mcdonough","IL",17109
"tennessee colony","anderson","TX",48001
"tennessee ridge","houston","TN",47083
"tennga","murray","GA",13213
"tennille","washington","GA",13303
"tennyson","warrick","IN",18173
"tennyson","coke","TX",48081
"tensed","benewah","ID",16009
"tenstrike","beltrami","MN",27007
"tererro","san miguel","NM",35047
"terlingua","brewster","TX",48043
"terlton","pawnee","OK",40117
"termo","lassen","CA",6035
"terra alta","preston","WV",54077
"terra bella","tulare","CA",6107
"terra ceia","manatee","FL",12081
"terrace park","hamilton","OH",39061
"terral","jefferson","OK",40067
"terre haute","vigo","IN",18167
"terre hill","lancaster","PA",42071
"terrebonne","jefferson","OR",41017
"terrell","catawba","NC",37035
"terrell","kaufman","TX",48257
"terreton","jefferson","ID",16051
"terril","dickinson","IA",19059
"terry","hinds","MS",28049
"terry","prairie","MT",30079
"terryville","litchfield","CT",9005
"tescott","ottawa","KS",20143
"tesuque","santa fe","NM",35049
"teterboro","bergen","NJ",34003
"teton","fremont","ID",16043
"teton village","teton","WY",56039
"tetonia","teton","ID",16081
"teutopolis","effingham","IL",17049
"tewksbury","middlesex","MA",25017
"texarkana","miller","AR",NULL
"texarkana","bowie","TX",48037
"texas city","galveston","TX",48167
"texhoma","texas","OK",40139
"texhoma","sherman","TX",NULL
"texico","jefferson","IL",17081
"texico","curry","NM",35009
"texline","dallam","TX",48111
"texola","beckham","OK",40009
"thackerville","love","OK",40085
"thatcher","graham","AZ",4009
"thatcher","franklin","ID",16041
"thawville","iroquois","IL",17075
"thaxton","pontotoc","MS",28115
"thaxton","bedford","VA",51019
"thayer","union","IA",19175
"thayer","sangamon","IL",17167
"thayer","newton","IN",18111
"thayer","neosho","KS",20133
"thayer","oregon","MO",29149
"thayne","lincoln","WY",56023
"the colony","denton","TX",48121
"the dalles","wasco","OR",41065
"the lakes","clark","NV",32003
"the plains","athens","OH",39009
"the plains","fauquier","VA",NULL
"the rock","upson","GA",13293
"the sea ranch","sonoma","CA",6097
"the villages","sumter","FL",NULL
"thebes","alexander","IL",17003
"thedford","thomas","NE",31171
"thelma","johnson","KY",21115
"thendara","herkimer","NY",36043
"theodore","mobile","AL",1097
"theodosia","ozark","MO",29153
"theresa","jefferson","NY",36045
"theresa","dodge","WI",55027
"theriot","terrebonne parish","LA",22109
"thermal","riverside","CA",6065
"thermopolis","hot springs","WY",56017
"thetford","orange","VT",50017
"thetford center","orange","VT",50017
"thibodaux","lafourche parish","LA",22057
"thicket","hardin","TX",48199
"thida","independence","AR",5063
"thief river falls","pennington","MN",27113
"thiells","rockland","NY",36087
"thiensville","ozaukee","WI",55089
"thomas","custer","OK",40039
"thomas","tucker","WV",54023
"thomasboro","champaign","IL",17019
"thomaston","marengo","AL",1091
"thomaston","litchfield","CT",9005
"thomaston","upson","GA",13293
"thomaston","knox","ME",23013
"thomaston","de witt","TX",48123
"thomastown","leake","MS",28079
"thomasville","clarke","AL",1025
"thomasville","thomas","GA",13275
"thomasville","davidson","NC",37057
"thomasville","york","PA",42133
"thompson","windham","CT",9015
"thompson","winnebago","IA",19189
"thompson","audrain","MO",29007
"thompson","grand forks","ND",38035
"thompson","geauga","OH",39055
"thompson","susquehanna","PA",42115
"thompson","grand","UT",49019
"thompson falls","sanders","MT",30089
"thompson ridge","orange","NY",36071
"thompsons","fort bend","TX",48157
"thompsons station","williamson","TN",47187
"thompsontown","juniata","PA",42067
"thompsonville","franklin","IL",17055
"thompsonville","benzie","MI",26019
"thompsonville","sullivan","NY",36105
"thomson","mcduffie","GA",13189
"thomson","carroll","IL",17015
"thonotosassa","hillsborough","FL",12057
"thor","humboldt","IA",19091
"thoreau","mckinley","NM",35031
"thorn hill","grainger","TN",47057
"thornburg","keokuk","IA",19107
"thornburg","spotsylvania","VA",51177
"thorndale","chester","PA",42029
"thorndale","milam","TX",48331
"thorndike","hampden","MA",25013
"thorndike","waldo","ME",23027
"thorne bay","prince of wales-hyder census area","AK",2201
"thornfield","ozark","MO",29153
"thornton","calhoun","AR",5013
"thornton","san joaquin","CA",6077
"thornton","adams","CO",8001
"thornton","cerro gordo","IA",19033
"thornton","cook","IL",17031
"thornton","letcher","KY",21133
"thornton","grafton","NH",33009
"thornton","delaware","PA",42045
"thornton","limestone","TX",48293
"thornton","whitman","WA",53075
"thornton","taylor","WV",54077
"thorntown","boone","IN",18011
"thornville","perry","OH",39127
"thornwood","westchester","NY",36119
"thorofare","gloucester","NJ",34015
"thorp","kittitas","WA",53037
"thorp","clark","WI",55019
"thorpe","mcdowell","WV",54047
"thorsby","chilton","AL",1021
"thousand island park","jefferson","NY",36045
"thousand oaks","ventura","CA",6111
"thousand palms","riverside","CA",6065
"thousandsticks","leslie","KY",21131
"thrall","williamson","TX",48491
"three bridges","hunterdon","NJ",34019
"three forks","gallatin","MT",30031
"three lakes","oneida","WI",55085
"three mile bay","jefferson","NY",36045
"three oaks","berrien","MI",26021
"three rivers","tulare","CA",6039
"three rivers","hampden","MA",25013
"three rivers","st. joseph","MI",26149
"three rivers","live oak","TX",48297
"three springs","huntingdon","PA",42061
"throckmorton","throckmorton","TX",NULL
"thurman","fremont","IA",19071
"thurman","gallia","OH",39053
"thurmond","surry","NC",37193
"thurmond","fayette","WV",54019
"thurmont","frederick","MD",24021
"thurston","thurston","NE",31173
"thurston","fairfield","OH",39045
"thurston","lane","OR",41039
"tibbie","washington","AL",1129
"tichnor","arkansas","AR",5001
"tickfaw","tangipahoa parish","LA",22105
"ticonderoga","essex","NY",36031
"tidewater","lincoln","OR",41041
"tidioute","warren","PA",42123
"tie plant","grenada","MS",NULL
"tie siding","albany","WY",56001
"tierra amarilla","rio arriba","NM",35039
"tieton","yakima","WA",53077
"tiff","washington","MO",29221
"tiff city","mcdonald","MO",29119
"tiffin","johnson","IA",19103
"tiffin","seneca","OH",39147
"tifton","tift","GA",13277
"tiger","rabun","GA",13241
"tigerton","shawano","WI",55115
"tigerville","greenville","SC",45045
"tignall","wilkes","GA",13317
"tigrett","dyer","TN",47045
"tijeras","bernalillo","NM",35001
"tilden","randolph","IL",17157
"tilden","madison","NE",31003
"tilden","mcmullen","TX",48311
"tilghman","talbot","MD",24041
"tiline","livingston","KY",21139
"tillamook","tillamook","OR",41057
"tillar","desha","AR",5043
"tillatoba","yalobusha","MS",28135
"tilleda","shawano","WI",55115
"tiller","douglas","OR",41019
"tillery","halifax","NC",37083
"tillman","jasper","SC",45053
"tillson","ulster","NY",36111
"tilly","pope","AR",5115
"tilton","vermilion","IL",17183
"tilton","merrimack","NH",33001
"tiltonsville","jefferson","OH",39081
"timber","washington","OR",41067
"timber lake","dewey","SD",46041
"timberlake","person","NC",37145
"timberon","otero","NM",35035
"timberville","rockingham","VA",51165
"timblin","jefferson","PA",42065
"timbo","stone","AR",5137
"timewell","brown","IL",17009
"timmonsville","florence","SC",45041
"timnath","larimer","CO",8069
"timpson","shelby","TX",48419
"tina","carroll","MO",29033
"tingley","ringgold","IA",19159
"tinian","nan","MP",69010
"tinley park","cook","IL",17031
"tinnie","lincoln","NM",35027
"tinsley","yazoo","MS",28163
"tintah","traverse","MN",27155
"tioga","rapides parish","LA",22079
"tioga","williams","ND",38105
"tioga","tioga","PA",42117
"tioga","grayson","TX",48181
"tioga","nicholas","WV",54067
"tioga center","tioga","NY",36107
"tiona","warren","PA",42123
"tionesta","forest","PA",42053
"tiplersville","tippah","MS",28139
"tipp city","miami","OH",39109
"tippecanoe","marshall","IN",18099
"tippecanoe","harrison","OH",39067
"tippo","tallahatchie","MS",28135
"tipton","tulare","CA",6107
"tipton","cedar","IA",19031
"tipton","tipton","IN",18159
"tipton","mitchell","KS",20123
"tipton","lenawee","MI",26091
"tipton","moniteau","MO",29135
"tipton","tillman","OK",40141
"tipton","blair","PA",42013
"tipton","tipton","TN",47167
"tiptonville","lake","TN",47095
"tire hill","somerset","PA",42111
"tiro","crawford","OH",39033
"tisch mills","manitowoc","WI",55071
"tishomingo","tishomingo","MS",28141
"tishomingo","johnston","OK",40069
"tiskilwa","bureau","IL",17011
"titonka","kossuth","IA",19109
"titus","elmore","AL",1051
"titusville","brevard","FL",12009
"titusville","mercer","NJ",34021
"titusville","crawford","PA",42039
"tiverton","newport","RI",44005
"tivoli","dutchess","NY",36027
"tivoli","refugio","TX",48391
"toa alta","toa alta","PR",NULL
"toa baja","toa baja","PR",72137
"toano","james city","VA",51095
"toast","surry","NC",37171
"tobaccoville","forsyth","NC",37067
"tobias","saline","NE",31151
"tobyhanna","monroe","PA",42089
"toccoa","stephens","GA",13257
"toccoa falls","stephens","GA",13257
"toccopola","pontotoc","MS",28071
"todd","ashe","NC",37009
"todd","huntingdon","PA",42061
"toddville","linn","IA",19113
"toddville","dorchester","MD",24019
"toeterville","mitchell","IA",19131
"tofte","cook","MN",27031
"togiak","dillingham census area","AK",2070
"tohatchi","mckinley","NM",35045
"toivola","houghton","MI",26061
"tok","southeast fairbanks census area","AK",2240
"tokeland","pacific","WA",53049
"tokio","benson","ND",38005
"tokio","yoakum","TX",48445
"toksook bay","bethel census area","AK",NULL
"tolar","hood","TX",48221
"toledo","tama","IA",19171
"toledo","cumberland","IL",17035
"toledo","lucas","OH",39095
"toledo","lincoln","OR",41041
"toledo","lewis","WA",53041
"tolland","tolland","CT",9013
"tollesboro","lewis","KY",21135
"tolleson","maricopa","AZ",4013
"tolley","renville","ND",38075
"tollhouse","fresno","CA",6019
"tolna","nelson","ND",38063
"tolono","champaign","IL",17019
"tolovana park","clatsop","OR",41007
"tolstoy","potter","SD",46107
"tolu","crittenden","KY",21055
"toluca","marshall","IL",17123
"toluca lake","los angeles","CA",NULL
"tom bean","grayson","TX",48181
"tomah","monroe","WI",55081
"tomahawk","martin","KY",21159
"tomahawk","lincoln","WI",55069
"tomales","marin","CA",6041
"tomball","harris","TX",48201
"tombstone","cochise","AZ",4003
"tome","valencia","NM",35061
"tomkins cove","rockland","NY",36087
"tompkinsville","monroe","KY",21171
"toms brook","shenandoah","VA",51171
"toms river","ocean","NJ",34029
"tonalea","san juan","AZ",4005
"tonasket","okanogan","WA",53047
"tonawanda","erie","NY",36029
"toney","madison","AL",1089
"tonganoxie","leavenworth","KS",20103
"tonica","lasalle","IL",17099
"tonkawa","noble","OK",40071
"tonopah","maricopa","AZ",4013
"tonopah","nye","NV",32009
"tontitown","washington","AR",5143
"tonto basin","gila","AZ",4007
"tontogany","wood","OH",39173
"tony","rusk","WI",55107
"tooele","tooele","UT",49045
"toomsboro","wilkinson","GA",13319
"toomsuba","lauderdale","MS",28075
"toone","hardeman","TN",47069
"topanga","los angeles","CA",6037
"topawa","pima","AZ",4019
"topaz","mono","CA",6051
"topeka","mason","IL",17125
"topeka","lagrange","IN",18087
"topeka","shawnee","KS",20177
"topinabee","cheboygan","MI",26031
"topmost","knott","KY",21119
"topock","mohave","AZ",4015
"toponas","routt","CO",8107
"toppenish","yakima","WA",53077
"topping","middlesex","VA",51119
"topsfield","essex","MA",25009
"topsfield","washington","ME",23029
"topsham","sagadahoc","ME",23023
"topsham","orange","VT",50017
"topton","macon","NC",37113
"topton","berks","PA",42011
"toquerville","washington","UT",49053
"tornado","kanawha","WV",54039
"tornillo","el paso","TX",48141
"toronto","woodson","KS",20207
"toronto","jefferson","OH",39081
"toronto","deuel","SD",46039
"torrance","los angeles","CA",6037
"torrance","westmoreland","PA",42129
"torreon","torrance","NM",35057
"torrey","wayne","UT",49055
"torrington","litchfield","CT",9005
"torrington","goshen","WY",56015
"tortilla flat","maricopa","AZ",NULL
"toston","broadwater","MT",30007
"totowa","passaic","NJ",34031
"totz","harlan","KY",21095
"touchet","walla walla","WA",53071
"tougaloo","madison","MS",28049
"toughkenamon","chester","PA",42029
"toulon","stark","IL",17175
"toutle","cowlitz","WA",53015
"tovey","christian","IL",17021
"tow","llano","TX",48299
"towaco","morris","NJ",34027
"towanda","mclean","IL",17113
"towanda","butler","KS",20015
"towanda","bradford","PA",42015
"towaoc","montezuma","CO",8083
"tower","cheboygan","MI",26031
"tower","st. louis","MN",27137
"tower city","cass","ND",38017
"tower city","schuylkill","PA",42107
"tower hill","shelby","IL",17173
"town creek","lawrence","AL",1079
"towner","mchenry","ND",38049
"townley","walker","AL",1127
"townsend","new castle","DE",10003
